SK_ID_CURR,ext_source_3,ext_source_2,replacement_occupation_laborers,days_birth,age,code_gender_m,code_gender_f,name_income_type_working,name_education_type_higher_education,region_rating_client_w_city,region_rating_client,days_id_publish,name_education_type_secondary__secondary_special,intervalle_age_2635,intervalle_age_5665,occupation_type_laborers,flag_document_3,flag_emp_phone,occupation_type_pensioner,name_income_type_pensioner,replacement_occupation_pensioner,organization_type_xna,days_last_phone_change,days_employed,totalarea_mode,name_contract_type,region_population_relative,days_registration,replacement_occupation_core_staff,def_60_cnt_social_circle,occupation_type_drivers,replacement_occupation_managers,def_30_cnt_social_circle,organization_type_business_entity_type_3,intervalle_age_66,organization_type_selfemployed,amt_credit,amt_goods_price,reg_city_not_work_city,intervalle_age_025,flag_document_6,name_housing_type_with_parents,occupation_type_core_staff,occupation_type_lowskill_laborers,name_housing_type_house__apartment,occupation_type_managers,flag_work_phone,flag_phone,name_income_type_state_servant,name_family_status_civil_marriage,occupation_type_sales_staff,reg_city_not_live_city,intervalle_revenu_225001,hour_appr_process_start,occupation_type_accountants,duree_moyenne_credit,name_family_status_widow,live_city_not_work_city,flag_own_car,name_family_status_married,name_family_status_single__not_married,organization_type_school,amt_req_credit_bureau_year,occupation_type_security_staff,amt_annuity,organization_type_construction,intervalle_age_4655,cnt_children,name_housing_type_rented_apartment,obs_30_cnt_social_circle,obs_60_cnt_social_circle,occupation_type_cooking_staff,organization_type_transport_type_3,amt_req_credit_bureau_mon,flag_document_13,organization_type_bank,intervalle_revenu_90001135000,emergencystate_mode,occupation_type_high_skill_tech_staff,organization_type_medicine,name_income_type_commercial_associate,intervalle_age_3645,organization_type_restaurant,flag_document_14,organization_type_trade_type_3,years_beginexpluatation_medi,years_beginexpluatation_avg,organization_type_other,organization_type_police,organization_type_university,organization_type_transport_type_4,occupation_type_waitersbarmen_staff,intervalle_revenu_135001180000,years_beginexpluatation_mode,cnt_fam_members,occupation_type_medicine_staff,name_housing_type_municipal_apartment,organization_type_security,organization_type_security_ministries,organization_type_military,name_education_type_lower_secondary,flag_document_18,flag_document_16,organization_type_business_entity_type_2,organization_type_trade_type_7,organization_type_trade_type_6,name_housing_type_office_apartment,occupation_type_cleaning_staff,name_education_type_academic_degree,organization_type_industry_type_12,occupation_type_it_staff,organization_type_electricity,organization_type_kindergarten,organization_type_culture,flag_document_17,flag_document_15,weekday_appr_process_start_saturday,intervalle_revenu_180001225000,flag_document_11,organization_type_government
365190,0.6161216908872079,0.7042377582559061,0,-21652,59.32054794520548,0,1,0,1,2,2,-4767,0,0,1,0,1,1,0,0,0,0,-469.0,-10924,0.1878,0,0.030755,-6524.0,1,0.0,0,0,0.0,0,0,0,1350000.0,1350000.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0,36.23626041792487,1,0,0,0,0,0,0.0,0,37255.5,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9911,0.9911,0,0,0,0,0,0,0.9911,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
217240,0.5832379256761245,0.6534932339160351,0,-9469,25.942465753424656,0,1,0,1,2,2,-1997,0,1,0,0,0,1,0,0,0,0,-532.0,-383,0.057,1,0.030755,-4031.0,0,0.0,0,1,0.0,0,0,0,1350000.0,1350000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,0,20.0,0,0,1,0,1,0,2.0,0,67500.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0.9771,0.9771,0,0,0,0,0,0,0.9772,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138188,0.3392876999089139,0.6501433131614156,1,-17918,49.09041095890411,0,1,0,0,2,2,-1441,1,0,0,0,1,1,0,0,0,0,-1867.0,-4223,0.0939,0,0.018801,-3968.0,0,0.0,0,0,0.0,0,0,0,675000.0,675000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,30.998140111593305,0,0,1,1,0,0,5.0,1,21775.5,0,1,0,0,0.0,0.0,0,0,9.0,0,0,0,0,0,0,1,0,0,0,0,0.9781,0.9781,0,0,0,0,0,0,0.9782,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
245726,0.5778534412384033,0.7290743171845931,1,-16965,46.47945205479452,0,1,0,0,1,1,-513,1,0,0,1,1,1,0,0,0,0,-1.0,-236,0.2248,0,0.072508,-30.0,0,0.0,0,0,0.0,0,0,0,284400.0,284400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,18.7871581450654,0,0,0,1,0,0,0.0,0,15138.0,0,1,0,1,1.0,1.0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,0,0.9995,0.9995,0,0,0,0,0,0,0.9995,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418518,0.6658549219640212,0.6240174693880522,0,-20128,55.14520547945205,0,1,0,1,2,2,-3672,0,0,1,0,1,1,0,0,0,0,-1747.0,-9068,0.0143,0,0.01885,-8501.0,1,0.0,0,0,0.0,0,0,0,675000.0,675000.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,12,0,23.49624060150376,0,0,1,1,0,0,1.0,0,28728.0,0,0,0,0,10.0,10.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9801,0.9801,0,0,0,0,0,0,0.9801,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
245439,0.7032033049040319,0.7131130641485709,1,-14968,41.00821917808219,0,1,1,0,2,2,-4615,1,0,0,0,1,1,0,0,0,0,-665.0,-7626,0.0746,0,0.026392,-3220.0,0,0.0,0,0,0.0,0,0,0,225000.0,225000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,15.508684863523571,0,0,0,0,0,0,2.0,0,14508.0,0,0,0,0,2.0,2.0,0,0,0.0,0,0,1,0,0,1,0,1,0,0,0,0.9935,0.9935,0,0,0,0,0,0,0.9935,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407704,0.616968035697937,0.3294852854420254,0,-23410,64.13698630136986,1,0,0,0,2,2,-4383,1,0,1,0,0,0,1,1,1,1,0.0,365243,0.0555,0,0.028663,-4375.0,0,0.0,0,0,0.0,0,0,0,585000.0,585000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,0,23.478417915838904,0,0,0,1,0,0,0.0,0,24916.5,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9826,0.9826,0,0,0,0,0,0,0.9826,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288484,0.6722428897082422,0.4948249182137883,1,-20042,54.90958904109589,0,1,0,0,2,2,-2554,1,0,0,0,1,1,0,0,0,0,0.0,-2171,0.0635,0,0.00963,-12498.0,0,0.0,0,0,0.0,0,0,0,284256.0,284256.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,0,9.7601977750309,0,0,0,0,0,0,2.0,0,29124.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.9786,0.9786,0,0,0,0,0,0,0.9786,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
183708,0.5136937663039473,0.2724517742283888,1,-12590,34.49315068493151,0,1,0,0,2,2,-4350,1,1,0,1,1,1,0,0,0,0,-1332.0,-506,0.05,0,0.006629,-247.0,0,0.0,0,0,1.0,1,0,0,573408.0,573408.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,18.866449511400653,0,1,0,1,0,0,0.0,0,30393.0,0,0,2,0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.9901,0.9901,0,0,0,0,0,0,0.9901,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118005,0.4614823912998385,0.7570824481330662,1,-16277,44.59452054794521,1,0,1,0,2,2,-2979,1,0,0,0,1,1,0,0,0,0,-2838.0,-1709,0.1087,0,0.030755,-4582.0,0,0.0,1,0,0.0,0,0,0,381528.0,381528.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,20.563667232597624,0,0,1,1,0,0,2.0,0,18553.5,0,0,0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0.993,0.993,0,0,0,1,0,0,0.993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
450328,0.22009464485041,0.4471871297875752,1,-18133,49.67945205479453,0,1,1,0,2,2,-1666,1,0,0,0,1,1,0,0,0,0,-845.0,-1094,0.0701,0,0.026392,-1551.0,0,0.0,0,0,0.0,0,0,0,450000.0,450000.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,14,0,26.322716504343248,0,0,0,1,0,0,2.0,0,17095.5,0,1,0,0,2.0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9866,0.9866,0,0,0,0,0,1,0.9866,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213553,0.8106180215523969,0.5377172788341696,1,-14190,38.87671232876713,0,1,1,0,2,2,-2574,1,0,0,0,0,1,0,0,0,0,-1847.0,-1781,0.0718,0,0.00733,-3736.0,0,0.0,0,0,0.0,0,0,1,1249740.0,1249740.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,18.733220910623945,0,0,0,1,0,0,0.0,0,66712.5,0,0,1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9846,0.9846,0,0,0,0,0,0,0.9846,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
375224,0.6894791426446275,0.5122944530251329,0,-14298,39.17260273972602,0,1,0,1,2,2,-4563,0,0,0,0,1,1,0,0,0,0,-1581.0,-362,0.0207,0,0.014464,-1816.0,0,0.0,0,1,0.0,0,0,0,942300.0,942300.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,8,0,30.86674528301887,0,0,1,0,0,0,0.0,0,30528.0,0,0,1,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,0.9727,0.9727,0,0,0,0,0,1,0.9682,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358977,0.6109913280868294,0.2365910535258154,1,-21913,60.035616438356165,0,1,1,0,2,3,-4307,1,0,1,0,1,1,0,0,0,0,-1296.0,-1446,0.0524,0,0.018029,-9165.0,0,0.0,0,0,0.0,0,0,0,1081588.5,1081588.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,22.3563389452144,1,0,0,0,0,0,0.0,1,48379.5,0,0,0,0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0.9727,0.9727,0,0,0,0,0,0,0.9727,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438969,0.5082869913916046,0.7232520127264049,0,-11704,32.06575342465754,1,0,0,1,1,1,-4152,0,1,0,0,1,1,0,0,0,0,-2285.0,-2574,0.1696,0,0.04622,-84.0,0,0.0,0,1,0.0,0,0,0,130320.0,130320.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,9,0,9.760701044826424,0,0,1,0,0,0,4.0,0,13351.5,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0.9781,0.9781,1,0,0,0,0,0,0.9782,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404823,0.4686596550493113,0.4299910984494187,0,-21080,57.75342465753425,0,1,0,0,2,2,-4577,1,0,1,0,0,0,1,1,1,1,-382.0,365243,0.003,0,0.00712,-4319.0,0,0.0,0,0,1.0,0,0,0,576072.0,576072.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14,0,26.367868177136973,0,0,0,1,0,0,2.0,0,21847.5,0,0,0,0,6.0,6.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.9767,0.9767,0,0,0,0,0,0,0.9767,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348728,0.6075573001388961,0.4534931496168465,1,-14619,40.05205479452055,0,1,1,0,2,2,-4507,1,0,0,0,1,1,0,0,0,0,-1194.0,-5176,0.1443,0,0.010147,-7678.0,0,0.0,0,0,0.0,0,0,0,819432.0,819432.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,9,0,34.0175602465907,0,0,0,1,0,1,4.0,0,24088.5,0,0,1,0,4.0,4.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9871,0.9871,0,0,0,0,0,0,0.9871,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207785,0.5100895276257282,0.7230112140153458,1,-13166,36.07123287671233,1,0,0,0,2,2,-4548,1,0,0,1,1,1,0,0,0,0,-698.0,-1173,0.0672,0,0.011703,-6842.0,0,0.0,0,0,0.0,1,0,0,521280.0,521280.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,18.3494376683035,0,1,1,1,0,0,0.0,0,28408.5,0,0,3,0,3.0,3.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0.9841,0.9841,0,0,0,0,0,1,0.9841,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226202,0.7623356180684377,0.6818601090342956,0,-22594,61.9013698630137,1,0,0,1,1,1,-4536,0,0,1,0,1,0,1,1,1,1,-125.0,365243,0.0693,0,0.032561,-16750.0,0,0.0,0,0,0.0,0,0,0,562491.0,562491.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,22.58319783197832,0,0,0,1,0,0,3.0,0,24907.5,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9737,0.9737,0,0,0,0,0,0,0.9737,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121285,0.4400578303966329,0.2318843021909912,1,-8620,23.616438356164384,1,0,1,0,3,3,-1274,1,0,0,0,0,1,0,0,0,0,0.0,-501,0.0684,1,0.007305,-3386.0,0,0.0,0,0,0.0,0,0,1,180000.0,180000.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15,0,20.0,0,0,0,0,1,0,2.0,0,9000.0,0,0,0,0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9891,0.9891,0,0,0,0,0,1,0.9891,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105505,0.2622489709189549,0.5703448649356616,0,-14700,40.273972602739725,1,0,1,1,3,3,-2644,0,0,0,0,1,1,0,0,0,0,-2125.0,-322,0.014,0,0.005002,-4730.0,1,0.0,0,0,0.0,0,0,0,1125000.0,1125000.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,16,0,34.06458645592043,0,0,1,1,0,0,0.0,0,33025.5,0,0,1,0,2.0,2.0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0.9866,0.9866,1,0,0,0,0,0,0.9866,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268057,0.5046813193144684,0.6216904837706708,0,-16905,46.31506849315068,1,0,0,1,2,2,-424,0,0,0,0,0,1,0,0,0,0,-2364.0,-2695,0.1098,0,0.031329,-3037.0,0,0.0,0,1,0.0,0,0,1,1130791.5,1130791.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13,0,37.13418058223733,0,0,1,1,0,0,3.0,0,30451.5,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.995,0.995,0,0,0,0,0,0,0.994,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311652,0.5352762504724826,0.6583986558177598,0,-25062,68.66301369863014,0,1,0,1,2,2,-4025,0,0,0,0,1,0,1,1,1,1,-235.0,365243,0.0249,0,0.026392,-15397.0,0,0.0,0,0,0.0,0,1,0,225000.0,225000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,14,0,10.20408163265306,0,0,1,1,0,0,2.0,0,22050.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9732,0.9732,0,0,0,0,0,1,0.9732,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414921,0.8327850252992314,0.6535031372326984,1,-15631,42.824657534246576,1,0,0,0,2,2,-3790,1,0,0,1,1,1,0,0,0,0,-776.0,-1056,0.039,0,0.02461,-5521.0,0,0.0,0,0,0.0,1,0,0,314100.0,314100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,18.43634442683571,0,0,0,1,0,0,1.0,0,17037.0,0,0,0,0,3.0,2.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0.9876,0.9876,0,0,0,0,0,0,0.9876,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
289955,0.4848514754962666,0.4716155110563403,1,-13644,37.38082191780822,1,0,1,0,2,2,-1625,1,0,0,1,0,1,0,0,0,0,-1391.0,-3000,0.2609,0,0.022625,-1085.0,0,0.0,0,0,0.0,0,0,0,225000.0,225000.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,13,0,18.436578171091444,0,1,1,1,0,0,4.0,0,12204.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9965,0.9965,0,0,0,1,0,0,0.9965,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358489,0.7091891096653581,0.7814475875173279,0,-13257,36.32054794520548,0,1,0,1,1,1,-4486,0,0,0,0,0,1,0,0,0,0,-1006.0,-642,0.1016,1,0.072508,-7285.0,1,0.0,0,0,0.0,0,0,0,630000.0,630000.0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,13,0,20.0,0,0,1,1,0,0,0.0,0,31500.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9851,0.9851,0,0,0,0,0,0,0.9851,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
326096,0.6430255641096323,0.6674916219096344,0,-11452,31.375342465753423,0,1,1,1,2,2,-3334,0,1,0,0,0,1,0,0,0,0,-1647.0,-2306,0.0113,1,0.0096569999999999,-151.0,1,0.0,0,0,0.0,0,0,0,202500.0,202500.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,20.0,0,1,0,1,0,0,0.0,0,10125.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9801,0.9801,0,0,0,0,0,0,0.9801,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
418867,0.0553331995376399,0.4834541671978238,1,-15494,42.44931506849315,1,0,1,0,2,2,-3988,1,0,0,0,1,1,0,0,0,0,-362.0,-854,0.0807,0,0.008019,-6733.0,0,0.0,0,0,0.0,0,0,0,828000.0,828000.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,16,0,31.00252737994945,0,1,0,0,0,0,1.0,1,26707.5,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9821,0.9821,0,0,0,0,0,0,0.9821,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454667,0.518728494644165,0.6183262716717268,0,-21131,57.89315068493151,1,0,0,0,2,2,-1570,1,0,1,0,1,0,1,1,1,1,-675.0,365243,0.0287,0,0.008625,-9693.0,0,0.0,0,0,0.0,0,0,0,74628.0,74628.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,9.36949152542373,0,0,0,1,0,0,4.0,0,7965.0,0,0,0,0,2.0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9791,0.9791,0,0,0,0,0,0,0.9791,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398056,0.0389667158547947,0.6396273930436418,1,-13162,36.06027397260274,0,1,1,0,1,1,-854,0,0,0,0,1,1,0,0,0,0,-1538.0,-269,0.2429,0,0.072508,-3554.0,0,0.0,0,0,1.0,0,0,0,753840.0,753840.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,30.83379348426284,0,0,0,1,0,0,1.0,0,24448.5,0,0,0,0,6.0,6.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0.995,0.995,0,0,0,0,0,1,0.995,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243144,0.653275728225708,0.6385328663409771,0,-20163,55.24109589041096,0,1,0,0,2,2,-3627,1,0,1,0,1,0,1,1,1,1,-446.0,365243,0.0933,0,0.026392,-10430.0,0,0.0,0,0,0.0,0,0,0,1611000.0,1611000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,0,28.701996312033994,0,0,1,1,0,0,1.0,0,56128.5,0,0,0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9856,0.9856,0,0,0,0,0,0,0.9856,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
451357,0.5884877883422673,0.5755134830462117,0,-14913,40.85753424657534,1,0,0,1,1,1,-4812,0,0,0,0,1,1,0,0,0,0,0.0,-5931,0.2062,0,0.072508,-4222.0,0,0.0,1,1,0.0,1,0,0,405000.0,405000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12,0,12.658227848101266,0,0,1,1,0,0,0.0,0,31995.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0.9896,0.9896,0,0,0,0,0,0,0.9896,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434758,0.6161216908872079,0.7904812997754271,1,-16151,44.24931506849315,0,1,1,0,2,2,-4423,1,0,0,0,1,1,0,0,0,0,-1623.0,-4752,0.0635,0,0.022625,-2758.0,0,0.0,0,0,0.0,1,0,0,1319269.5,1319269.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,10,0,36.23421085156347,0,0,0,1,0,0,1.0,0,36409.5,0,0,0,0,2.0,2.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9801,0.9801,0,0,0,0,0,1,0.9801,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252204,0.434733248750173,0.5645051163433535,1,-20087,55.032876712328765,0,1,1,0,2,2,-3567,1,0,1,0,0,1,0,0,0,0,-1844.0,-2336,0.092,0,0.010006,-4305.0,0,0.0,0,0,0.0,0,0,0,594000.0,594000.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,14,0,34.20575278569578,0,0,1,1,0,0,4.0,0,17365.5,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.994,0.994,0,0,0,0,0,0,0.994,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122825,0.2636468134452008,0.4682546450414948,1,-13909,38.106849315068494,0,1,1,0,2,2,-897,1,0,0,0,1,1,0,0,0,0,-1784.0,-3268,0.002,0,0.031329,-6653.0,0,0.0,0,0,2.0,0,0,0,585000.0,585000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,33.942558746736296,0,0,0,1,0,1,4.0,0,17235.0,0,0,2,0,4.0,4.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9732,0.9732,0,0,0,0,0,0,0.9732,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121407,0.6894791426446275,0.6697881423873948,0,-15042,41.21095890410959,0,1,0,1,2,2,-4131,0,0,0,0,1,1,0,0,0,0,-1983.0,-3057,0.0393,0,0.031329,-8616.0,0,2.0,0,1,2.0,0,0,0,1417077.0,1417077.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,25.15625499281036,0,0,0,1,0,0,1.0,0,56331.0,1,0,2,0,21.0,20.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0.9781,0.9781,0,0,0,0,0,0,0.9782,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132376,0.6534523367881775,0.7095433117243066,1,-21517,58.95068493150685,1,0,1,0,2,2,-4004,1,0,1,1,1,1,0,0,0,0,-1710.0,-1216,0.0587,0,0.035792,-9533.0,0,0.0,0,0,0.0,0,0,0,143910.0,143910.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0,10.17175572519084,0,0,0,1,0,0,2.0,0,14148.0,1,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9856,0.9856,0,0,0,0,0,1,0.9856,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378600,0.6195277080511546,0.6098847614727494,1,-11556,31.66027397260273,1,0,1,0,2,2,-3340,1,1,0,1,1,1,0,0,0,0,-2362.0,-4503,0.0569,0,0.025164,-5874.0,0,0.0,0,0,0.0,1,0,0,119893.5,119893.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,8.352037617554858,0,0,0,1,0,0,1.0,0,14355.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9871,0.9896,0,0,0,0,0,0,0.9866,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
253255,0.6279908192952864,0.6255092814305399,1,-19386,53.11232876712329,0,1,0,0,2,2,-2922,1,0,0,0,1,1,0,0,0,0,-1475.0,-2689,0.0765,0,0.00702,-2194.0,0,0.0,0,0,0.0,0,0,0,284400.0,284400.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,0,14.863593603010347,0,0,0,0,0,0,4.0,0,19134.0,0,1,0,0,2.0,2.0,0,0,1.0,0,0,1,0,1,0,1,0,0,0,0,0.9826,0.9826,0,0,0,0,0,0,0.9826,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
